product_id,product_name,category,price,description,image_url,product_url,gender,rating
325,TEXTURED VEST WITH FRAYED TRIMS,BLAZERS,4990.0,Sleeveless waistcoat with a lapel collar. Front patch pockets. Fringed trim details. Golden embossed button front fastening.,https://static.zara.net/photos///2023/I/0/1/p/7484/245/800/2/w/448/7484245800_1_1_1.jpg?ts=1692203338091,https://www.zara.com/in/en/textured-vest-with-frayed-trims-p07484245.html,Women,3.6
326,WAISTCOAT WITH VENT,BLAZERS,3290.0,Waistcoat made of viscose. V-neck. Back vent at the hem. Lining. Button-up front.,https://static.zara.net/photos///2023/I/0/1/p/7762/304/710/2/w/448/7762304710_1_1_1.jpg?ts=1685693896770,https://www.zara.com/in/en/waistcoat-with-vent-p04043247.html,Women,3.6
327,DOUBLE-BREASTED BLAZER WITH LAPEL COLLAR,BLAZERS,5990.0,"Blazer with a lapel collar, long sleeves and padded shoulders. Front flap pockets and a welt chest pocket. Matching lining. Covered buttons on this front.",https://static.zara.net/photos///2023/I/0/1/p/8375/701/712/2/w/448/8375701712_1_1_1.jpg?ts=1692792857703,https://www.zara.com/in/en/double-breasted-blazer-with-lapel-collar-p08375701.html,Women,4.6
328,BASIC BLAZER,BLAZERS,5990.0,Blazer featuring a lapel collar and long sleeves with padded shoulders. Front flap pockets and a chest welt pocket. Back vent at the hem. Button-up front.,https://static.zara.net/photos///2023/I/0/1/p/2010/750/800/17/w/448/2010750800_1_1_1.jpg?ts=1692193680642,https://www.zara.com/in/en/basic-blazer-p02010750.html,Women,4.5
329,CROSSOVER WAISTCOAT,BLAZERS,4990.0,Waistcoat with a lapel collar and pronounced shoulders. Featuring false front welt pockets and double breasted button fastening on the front.,https://static.zara.net/photos///2023/I/0/1/p/8372/352/711/2/w/448/8372352711_1_1_1.jpg?ts=1690366719497,https://www.zara.com/in/en/crossover-waistcoat-p08372352.html,Women,4.4
330,CROPPED LINEN BLEND WAISTCOAT,BLAZERS,3290.0,Short sleeveless waistcoat made of a linen blend fabric. V-neck. False welt pockets on the front. Matching lining. Button-up front.,https://static.zara.net/photos///2023/I/0/1/p/3736/240/615/12/w/448/3736240615_1_1_1.jpg?ts=1689693563165,https://www.zara.com/in/en/cropped-linen-blend-waistcoat-p03736240.html,Women,4.4
331,LINEN BLEND WAISTCOAT,BLAZERS,2990.0,Sleeveless waistcoat made of a linen blend fabric. V-neck. False welt pockets on the front. Button-up front.,https://static.zara.net/photos///2023/V/0/1/p/2010/711/832/2/w/448/2010711832_1_1_1.jpg?ts=1684404030109,https://www.zara.com/in/en/linen-blend-waistcoat-p02010711.html,Women,4.1
332,WRINKLED-EFFECT DOUBLE-BREASTED BLAZER,BLAZERS,3990.0,Blazer featuring a lapel collar and turn-up long sleeves. Double-breasted fastening on the front with buttons.,https://static.zara.net/photos///2023/I/0/1/p/1165/320/712/2/w/448/1165320712_1_1_1.jpg?ts=1690454101590,https://www.zara.com/in/en/wrinkled-effect-double-breasted-blazer-p01165320.html,Women,3.7
333,DOUBLE-BREASTED LINEN BLEND BLAZER,BLAZERS,6990.0,"Blazer made of linen blend fabric. Lapel collar, long sleeves and padded shoulders. Front flap pockets. Double-breasted front button fastening.",https://static.zara.net/photos///2023/I/0/1/p/8194/394/711/2/w/448/8194394711_1_1_1.jpg?ts=1690965015194,https://www.zara.com/in/en/double-breasted-linen-blend-blazer-p08194394.html,Women,4.1
334,TEXTURED DOUBLE-BREASTED BLAZER,BLAZERS,6990.0,Blazer featuring a lapel collar and long sleeves with shoulder pads. Featuring front pockets with flaps and double-breasted front fastening with textured gold buttons.,https://static.zara.net/photos///2023/I/0/1/p/7609/904/251/12/w/448/7609904251_1_1_1.jpg?ts=1685978500481,https://www.zara.com/in/en/textured-double-breasted-blazer-p07609904.html,Women,3.8
335,LINEN BLEND WAISTCOAT,BLAZERS,3290.0,Waistcoat made of a linen blend. V-neckline and no sleeves. Matching lining. Button-up front.,https://static.zara.net/photos///2023/I/0/1/p/8008/967/727/2/w/448/8008967727_1_1_1.jpg?ts=1688566404918,https://www.zara.com/in/en/linen-blend-waistcoat-p08008967.html,Women,4.5
336,LINEN BLEND OVERSIZE WAISTCOAT,BLAZERS,5990.0,Sleeveless loose-fitting waistcoat made of a linen blend. Lapel collar. Flap pockets on the front and chest welt pockets. Matching lining. Back vent at the hem. Button-up front.,https://static.zara.net/photos///2023/I/0/1/p/7836/967/802/2/w/448/7836967802_1_1_1.jpg?ts=1689761503813,https://www.zara.com/in/en/linen-blend-oversize-waistcoat-p07836967.html,Women,4.0
337,TEXTURED DOUBLE-BREASTED BLAZER,BLAZERS,5990.0,"Blazer featuring a lapel collar, long sleeves and padded shoulders. Frayed trims. Double-breasted button fastening on the front.",https://static.zara.net/photos///2023/I/0/1/p/7623/815/330/12/w/448/7623815330_1_1_1.jpg?ts=1692002574847,https://www.zara.com/in/en/textured-double-breasted-blazer-p07623815.html,Women,3.7
338,LINEN BLAZER WITH PRINTED CUFFS,BLAZERS,4990.0,"Open blazer featuring a lapel collar, turn-up long sleeves and padded shoulders. Front flap pockets.",https://static.zara.net/photos///2023/I/0/1/p/7726/392/401/2/w/448/7726392401_1_1_1.jpg?ts=1687440647303,https://www.zara.com/in/en/linen-blazer-with-printed-cuffs-p07726392.html,Women,4.0
339,CROPPED DOUBLE-BREASTED BLAZER,BLAZERS,4990.0,Blazer featuring a lapel collar and long sleeves with shoulder pads. Double-breasted front with buttons.,https://static.zara.net/photos///2023/I/0/1/p/7102/332/251/2/w/448/7102332251_1_1_1.jpg?ts=1691511618785,https://www.zara.com/in/en/cropped-double-breasted-blazer-p07102332.html,Women,4.3
340,LINEN WAISTCOAT WITH TOPSTITCHING,BLAZERS,3990.0,Short collared waistcoat made of 100% linen. Patch pockets with buttoned flaps on the front. Contrast visible topstitching details. Button-up front.,https://static.zara.net/photos///2023/I/0/1/p/4043/272/802/3/w/448/4043272802_1_1_1.jpg?ts=1689782150340,https://www.zara.com/in/en/linen-waistcoat-with-topstitching-p04043272.html,Women,3.8
341,LINEN BLEND WAISTCOAT,BLAZERS,3290.0,Waistcoat made of a linen and lyocell blend. V-neckline and no sleeves. Lining. Button-up front.,https://static.zara.net/photos///2023/I/0/1/p/8072/967/515/2/w/448/8072967515_1_1_1.jpg?ts=1688124231813,https://www.zara.com/in/en/linen-blend-waistcoat-p08072967.html,Women,3.7
342,OPEN BACK HALTER WAISTCOAT,BLAZERS,3290.0,Halter waistcoat featuring a V-neck and made of a wool blend. False welt pockets on the front. Open back and adjustable strap in the same fabric with buckle. Asymmetric hem. Button-up front.,https://static.zara.net/photos///2023/I/0/1/p/7926/446/800/3/w/448/7926446800_1_1_1.jpg?ts=1689780805789,https://www.zara.com/in/en/open-back-halter-waistcoat-p07926446.html,Women,4.2
343,LINEN BLEND WAISTCOAT,BLAZERS,3290.0,Waistcoat made of a linen blend fabric. V-neck. False welt pockets on the front. Matching lining. Button-up front.,,https://www.zara.com/in/en/linen-blend-waistcoat-p07839967.html,Women,4.2
344,HIGH COLLAR BLAZER,BLAZERS,5990.0,Blazer with a high neck and long sleeves with pronounced shoulders. Featuring front patch pockets and front metal hook fastening.,,https://www.zara.com/in/en/high-collar-blazer-p09006221.html,Women,3.9
345,DOUBLE-BREASTED LINEN BLEND BLAZER,BLAZERS,5990.0,"Blazer made a linen blend fabric. Lapel collar, long sleeves and padded shoulders. Front flap pockets. Double-breasted front button fastening.",,https://www.zara.com/in/en/double-breasted-linen-blend-blazer-p02753225.html,Women,3.9
346,SHORT BLAZER WITH PADDED SHOULDERS,BLAZERS,4990.0,Collarless blazer featuring long sleeves with padded shoulders. Double-breasted front button fastening.,,https://www.zara.com/in/en/short-blazer-with-padded-shoulders-p09929322.html,Women,4.2
347,LINEN BLEND CROPPED BLAZER,BLAZERS,4990.0,Blazer made of a linen blend fabric. Lapel collar with long sleeves and padded shoulders. Hidden snap-button fastening on the front.,,https://www.zara.com/in/en/linen-blend-cropped-blazer-p08073220.html,Women,3.4
348,STRIPED LINEN BLEND BLAZER,BLAZERS,5990.0,"Blazer made a linen blend fabric. Lapel collar, long sleeves and padded shoulders. Front flap pockets. Front button fastening.",,https://www.zara.com/in/en/striped-linen-blend-blazer-p08372324.html,Women,3.5
349,TIE-DYE LINEN BLEND BLAZER,BLAZERS,9590.0,"Blazer made of a linen and cotton blend. Lapel collar, V-neck and long sleeves. Front flap pockets. Button fastening at the front.",,https://www.zara.com/in/en/tie-dye-linen-blend-blazer-p07577013.html,Women,3.8
350,CROPPED WAISTCOAT,BLAZERS,3990.0,Sleeveless collared gilet with shoulder pads. Front button fastening.,,https://www.zara.com/in/en/cropped-waistcoat-p08372451.html,Women,4.0
351,STRAIGHT BLAZER WITH POCKETS,BLAZERS,7590.0,Straight blazer made of a cotton blend. Lapel collar and long sleeves. Front flap pockets. Back vent at the hem. Button-up front.,,https://www.zara.com/in/en/straight-blazer-with-pockets-p07876346.html,Women,4.2
352,ASYMMETRIC DOUBLE-BREASTED WAISTCOAT - LIMITED EDITION,BLAZERS,5990.0,Waistcoat made of linen blend. V-neckline. False welt pocket on the front. Tab detail in the same fabric at the back. Asymmetric hem. Double-breasted button-up front.,,https://www.zara.com/in/en/asymmetric-double-breasted-waistcoat---limited-edition-p07655728.html,Women,4.8
353,LINEN BLAZER,BLAZERS,8590.0,"Blazer made of 100% linen. Lapel collar, V-neckline and long sleeves. Front flap pockets. Matching lining. Front button fastening.",,https://www.zara.com/in/en/linen-blazer-p03191023.html,Women,4.5
354,SHORT TEXTURED WEAVE BLAZER,BLAZERS,4990.0,Blazer with a lapel collar and long sleeves with shoulder pads. Double-breasted front with golden buttons.,,https://www.zara.com/in/en/short-textured-weave-blazer-p07102231.html,Women,4.0
355,STRAIGHT BLAZER,BLAZERS,5990.0,Blazer with a lapel collar. Long sleeves with shoulder pads. Front pockets with flaps. Matching lining. Button-up front.,,https://www.zara.com/in/en/straight-blazer-p07102334.html,Women,4.1
356,SHORT TEXTURED WEAVE BLAZER,BLAZERS,4990.0,Collarless blazer with long sleeves. Front patch pockets with flaps. Front button fastening.,,https://www.zara.com/in/en/short-textured-weave-blazer-p07102233.html,Women,3.6
357,TEXTURED BLAZER WITH PATCH POCKETS,BLAZERS,4990.0,Blazer featuring a lapel collar and long sleeves with tabs and buttons on the shoulders. Front patch pockets with flaps. Button-up front.,,https://www.zara.com/in/en/textured-blazer-with-patch-pockets-p08015128.html,Women,4.1
358,CREASED-EFFECT STRAIGHT RUSTIC BLAZER,BLAZERS,5990.0,"Blazer featuring a lapel collar, long sleeves and shoulder pads. Front flap pockets. Button-up front.",,https://www.zara.com/in/en/creased-effect-straight-rustic-blazer-p03046335.html,Women,4.0
359,LOOSE-FITTING BLAZER,BLAZERS,5990.0,"Blazer with a lapel collar, long sleeves and shoulder pads. Front flap pockets. Front button-up fastening.",,https://www.zara.com/in/en/loose-fitting-blazer-p08111559.html,Women,4.2
360,SHAWL COLLAR BLAZER WITH BELT,BLAZERS,8590.0,"Shawl collar blazer with long sleeves. Featuring front pockets, welt chest pockets, a tie belt in the same fabric, lining and hidden button fastening at the front.",,https://www.zara.com/in/en/shawl-collar-blazer-with-belt-p02310187.html,Women,3.7
361,BLAZER WITH PRINTED CUFFS,BLAZERS,4990.0,"Open blazer featuring a lapel collar, turn-up long sleeves with printed cuffs and padded shoulders. Front flap pockets.",,https://www.zara.com/in/en/blazer-with-printed-cuffs-p08193272.html,Women,4.3
362,LONG FITTED BLAZER,BLAZERS,7590.0,Long sleeve blazer with a lapel collar and shoulder pads. Featuring front flap pockets and double-breasted button fastening at the front.,,https://www.zara.com/in/en/long-fitted-blazer-p08013850.html,Women,4.8
363,TAILORED LINEN BLEND WAISTCOAT,BLAZERS,2990.0,"V-neck waistcoat made of a linen blend. Featuring false front welt pockets, tab at the back and front button fastening.",,https://www.zara.com/in/en/tailored-linen-blend-waistcoat-p08214376.html,Women,4.1
364,RELAXED FIT LINEN BLAZER - LIMITED EDITION,BLAZERS,7590.0,Relaxed fit blazer made of 100% linen. Lapel collar and long sleeves with a buttoned opening. Front patch pockets. Double-breasted front fastening with matching buttons.,,https://www.zara.com/in/en/relaxed-fit-linen-blazer---limited-edition-p04043268.html,Women,4.3
365,FLOWING ANIMAL PRINT BLAZER,BLAZERS,5990.0,Flowing blazer with a lapel collar and long sleeves with shoulder pads. Front flap pockets. Contrast lining. Double-breasted front with buttons.,,https://www.zara.com/in/en/flowing-animal-print-blazer-p05247331.html,Women,4.4
366,LINEN BLEND CREASED-EFFECT BLAZER,BLAZERS,8590.0,Blazer with a lapel collar and long sleeves. Front patch pockets. Front double-breasted button fastening.,,https://www.zara.com/in/en/linen-blend-creased-effect-blazer-p08009743.html,Women,3.9
367,CROPPED BLAZER,BLAZERS,4990.0,Cropped blazer featuring a high neck and long sleeves with padded shoulders. Front welt pocket. Double-breasted fastening on the front with hidden buttons.,,https://www.zara.com/in/en/cropped-blazer-p01255837.html,Women,4.2
368,SHORT TEXTURED WEAVE BLAZER,BLAZERS,5990.0,Blazer with a high neck and long sleeves. Front flap pockets. Contrast trim details. Golden button fastenings on the front.,,https://www.zara.com/in/en/short-textured-weave-blazer-p07995137.html,Women,4.1
369,TUXEDO COLLAR BLAZER WITH BELT,BLAZERS,8590.0,"Blazer with a tuxedo collar and long sleeves with slits at the cuffs. Front welt pockets, a tie belt in the same fabric, matching lining and hidden button fastening at the front.",,https://www.zara.com/in/en/tuxedo-collar-blazer-with-belt-p02225483.html,Women,4.1
370,STRAIGHT BLAZER,BLAZERS,4990.0,Blazer featuring a lapel collar and long sleeves with padded shoulders. Front flap pockets. Single button fastening at the front.,,https://www.zara.com/in/en/straight-blazer-p08073327.html,Women,3.8
371,Not Found,CO-ORD SETS,,Not Found,,https://www.zara.com/in/en/textured-jacquard-top-and-trousers-co-ord-pT0503963084.html,Women,4.1
372,TEXTURED JACQUARD TOP,CO-ORD SETS,1990.0,ROUND NECK - NORMAL LENGTH - SHORT SLEEVESRound neck T-shirt with short sleeves. Textured fabric detail.,,https://www.zara.com/in/en/textured-jacquard-top-p05039638.html,Women,4.3
373,TEXTURED JACQUARD TROUSERS,CO-ORD SETS,2290.0,High-waist trousers with an inner elasticated waistband. Textured fabric detail. Wide-leg design.,,https://www.zara.com/in/en/textured-jacquard-trousers-p05039637.html,Women,4.8
374,Z1975 DENIM SHIRT,CO-ORD SETS,2590.0,Collared shirt with long sleeves. Front patch pockets with flaps. Front fastening with metal buttons.,,https://www.zara.com/in/en/-pT0187922427.html,Women,4.5
375,SEMI-SHEER BLOUSE WITH RUFFLE TRIMS,CO-ORD SETS,4990.0,"Semi-sheer blouse featuring a V-neckline, long cape sleeves with drawstrings, ruffled details in matching fabric, asymmetric hem and front fastening with matching ties. Made of viscose.",,https://www.zara.com/in/en/semi-sheer-blouse-with-ruffle-trims-p08081334.html,Women,5.0
376,LONG DRESS WITH RUFFLES,CO-ORD SETS,5990.0,Long dress made of viscose. V-neck and thin straps. Ruffle details in the same fabric.,,https://www.zara.com/in/en/long-dress-with-ruffles-p08088334.html,Women,3.8
377,HIGH-WAIST CULOTTE TROUSERS,CO-ORD SETS,3290.0,"High-waist trousers featuring front pockets and rear welt pockets. Short and wide leg design. Front zip fly, interior button and metal hook fastening.",,https://www.zara.com/in/en/-pT0992932704.html,Women,4.5
378,FLOWING ASYMMETRIC CAPE,CO-ORD SETS,2290.0,Flowing cape with a round neck and an asymmetric hem.,,https://www.zara.com/in/en/flowing-asymmetric-cape-p08686453.html,Women,4.2
379,STRAPLESS FLOWING JUMPSUIT,CO-ORD SETS,3990.0,Straight-leg strapless jumpsuit. Layered cape detail in the same fabric.,,https://www.zara.com/in/en/strapless-flowing-jumpsuit-p08686456.html,Women,5.0
380,MINIMALIST BLOUSE WITH BELT,CO-ORD SETS,5990.0,Semi-sheer blouse made of a viscose blend. V-neckline and long sleeves. Tied belt in the same fabric. Side vents at the hem.,,https://www.zara.com/in/en/minimalist-blouse-with-belt-p08266357.html,Women,3.7
381,MINIMALIST PALAZZO TROUSERS,CO-ORD SETS,4990.0,Semi-sheer trousers made of a viscose blend. Elasticated waistband. Side pockets hidden in the seam. Lining. Wide leg.,,https://www.zara.com/in/en/minimalist-palazzo-trousers-p08258357.html,Women,3.7
382,ASYMMETRIC SHIRT WITH STRIPES,CO-ORD SETS,2290.0,"Shirt with an asymmetric neckline, long sleeves and pleats at the waist.",,https://www.zara.com/in/en/asymmetric-shirt-with-stripes-p05644812.html,Women,3.8
383,STRIPED PALAZZO TROUSERS,CO-ORD SETS,2290.0,High-waist trousers with an elastic waistband and wide-leg design.,,https://www.zara.com/in/en/striped-palazzo-trousers-p05644815.html,Women,3.1
384,ANIMAL PRINT SATIN SHIRT,CO-ORD SETS,3290.0,Flowing collared shirt with long cuffed sleeves. Button-up front.,,https://www.zara.com/in/en/animal-print-satin-shirt-p01971170.html,Women,3.9
385,ANIMAL PRINT FLARED TROUSERS,CO-ORD SETS,3290.0,"Flowing high-waist trousers. Flared hems. Front zip fly, inside button and metal hook fastening.",,https://www.zara.com/in/en/animal-print-flared-trousers-p07484231.html,Women,3.8
386,ASYMMETRIC GATHERED TOP,CO-ORD SETS,2590.0,Sleeveless round neck top made of stretch fabric. Featuring an asymmetric hem and a buttoned opening at the back.,,https://www.zara.com/in/en/asymmetric-gathered-top-p00085846.html,Women,4.2
387,CROPPED FLARED LEGGINGS,CO-ORD SETS,2290.0,High-waist stretchy leggings. Flared hems.,,https://www.zara.com/in/en/cropped-flared-leggings-p00085838.html,Women,4.3
388,CROPPED JACKET WITH TOPSTITCHING,CO-ORD SETS,5590.0,Cropped jacket with a lapel collar. Long sleeves with shoulder pads and buttoned tabs. Flap detail on the chest and contrast topstitching. Button-up front.,,https://www.zara.com/in/en/cropped-jacket-with-topstitching-p01478326.html,Women,4.9
389,STRAIGHT FIT TROUSERS WITH TOPSTITCHING,CO-ORD SETS,3290.0,Mid-rise trousers with belt loops. Side pockets and false welt pockets on the back. Contrast topstitching detail. Front zip and button fastening.,,https://www.zara.com/in/en/straight-fit-trousers-with-topstitching-p01478226.html,Women,4.5
390,LONG SLEEVE FLOWING TOP,CO-ORD SETS,1890.0,Flowing top with a high neck and long sleeves.,,https://www.zara.com/in/en/long-sleeve-flowing-top-p08686452.html,Women,3.8
391,FLOWING WIDE-LEG TROUSERS,CO-ORD SETS,2290.0,Mid-waist trousers featuring an elasticated waistband with adjustable drawstrings. Wide-leg design.,,https://www.zara.com/in/en/flowing-wide-leg-trousers-p08686455.html,Women,3.7
392,LINEN BLEND CROSSOVER SKIRT,CO-ORD SETS,3290.0,"Midi skirt made of a linen blend. Featuring an asymmetric waist with belt loops, front welt pocket and front button fastening.",,https://www.zara.com/in/en/linen-blend-vest-and-skirt-set-pT0271247800.html,Women,4.3
393,SEQUINNED SATIN SHIRT,CO-ORD SETS,5990.0,"Collared shirt made of viscose. Featuring long cuffed sleeves, embroidered sequin appliqués, side vents at the hem and front button fastening.",,https://www.zara.com/in/en/sequinned-satin-shirt-p02731242.html,Women,3.5
394,SEQUINNED SATIN TROUSERS,CO-ORD SETS,5990.0,High-waist trousers made of viscose. Elastic waistband with adjustable drawstrings. Side pockets and rear patch pockets. Embroidery detail with sequin appliqués. Straight-leg design.,,https://www.zara.com/in/en/sequinned-satin-trousers-p02731092.html,Women,4.9
395,STRAIGHT-LEG TROUSERS WITH TURN-UP HEMS,CO-ORD SETS,3290.0,"High-waist trousers featuring front pockets and a rear false welt pockets. Straight-leg design and turn-up hems. Front zip fly, interior button and metal hook fastening.",,https://www.zara.com/in/en/straight-leg-trousers-with-turn-up-hems-p02753435.html,Women,4.6
396,POPLIN WRAP SHIRT,CO-ORD SETS,3290.0,Collared shirt featuring long sleeves with cuffs. Crossover fabric detail on the front with a knot. Button-up front hidden by a placket.,,https://www.zara.com/in/en/poplin-wrap-shirt-p09479282.html,Women,3.9
397,WIDE-LEG POPLIN TROUSERS,CO-ORD SETS,3290.0,Mid-rise trousers made of cotton with an elasticated waistband and adjustable drawstrings. Side in-seam pockets. Wide-leg design.,,https://www.zara.com/in/en/wide-leg-poplin-trousers-p07563242.html,Women,3.3
398,SATIN BOMBER JACKET,CO-ORD SETS,3990.0,Bomber jacket with a round neckline and long sleeves. Front flap pockets and a zipped sleeve pocket. Elasticated trims. Front fastening with metal zip.,,https://www.zara.com/in/en/satin-bomber-jacket-p07854591.html,Women,4.7
399,SATIN CARGO TROUSERS,CO-ORD SETS,3290.0,"High-waist trousers featuring an elasticated waistband at the back. Front pockets and side patch pockets with flaps. Straight-leg design. Front zip fly, interior button and metal hook fastening.",,https://www.zara.com/in/en/satin-cargo-trousers-p07845591.html,Women,4.0
400,CREASED-EFFECT SATIN HALTER TOP,CO-ORD SETS,2590.0,Halter top with a buttoned opening at the back.,,https://www.zara.com/in/en/creased-effect-satin-halter-top-p09878151.html,Women,4.7
401,CREASED-EFFECT SATIN TROUSERS,CO-ORD SETS,3290.0,High-waist trousers with an elasticated waistband. Front pockets. Straight leg.,,https://www.zara.com/in/en/creased-effect-satin-trousers-p09878251.html,Women,3.4
402,LINEN SHIRT WITH POCKET,CO-ORD SETS,3290.0,100% linen collared shirt. Sleeves falling below the elbow. Patch pocket on the chest. Asymmetric hem. Button-up front.,,https://www.zara.com/in/en/linen-shirt-with-pocket-p04786320.html,Women,3.8
403,LINEN TROUSERS,CO-ORD SETS,3290.0,"Mid-rise trousers made of 100% linen. Belt loops. Front and back pockets, frayed hems and front zip fly and top button fastening.",,https://www.zara.com/in/en/linen-trousers-p04786321.html,Women,4.1
404,PRINTED PLEATED JUMPSUIT,DRESSES_JUMPSUITS,4990.0,Playsuit with a surplice neckline and long sleeves. Elasticated waist. Lining at the bottom. Fastening with buttoned opening at the back.,https://static.zara.net/photos///2023/I/0/1/p/9878/239/330/2/w/448/9878239330_1_1_1.jpg?ts=1693224764546,https://www.zara.com/in/en/printed-pleated-jumpsuit-p09878239.html,Women,4.1
405,PLAYSUIT WITH CUT-OUT DETAIL,DRESSES_JUMPSUITS,3990.0,Sleeveless playsuit with a round neck. Pleated detail on the front and an opening at the waist. Invisible back zip fastening and openings with metal buttons. Split hem at the side and gathered detail.,https://static.zara.net/photos///2023/I/0/1/p/1165/178/401/2/w/448/1165178401_1_1_1.jpg?ts=1693305744717,https://www.zara.com/in/en/playsuit-with-cut-out-detail-p01165178.html,Women,3.9
406,POLYAMIDE MIDI DRESS,DRESSES_JUMPSUITS,2290.0,Midi dress made of polyamide and elastane blend. Round neck and drop sleeves.,https://static.zara.net/photos///2023/I/0/1/p/3641/815/700/2/w/448/3641815700_1_1_1.jpg?ts=1692865109452,https://www.zara.com/in/en/polyamide-midi-dress-p03641815.html,Women,4.4
407,FITTED ASYMMETRIC DRESS WITH CUT-OUT DETAIL,DRESSES_JUMPSUITS,2590.0,Dress made of a polyamide and elastane blend. Asymmetric neckline and thin elastic straps. Gathered detail and cut-out detail at the waist.,https://static.zara.net/photos///2023/I/0/1/p/3641/808/250/2/w/448/3641808250_1_1_1.jpg?ts=1688048277567,https://www.zara.com/in/en/fitted-asymmetric-dress-with-cut-out-detail-p03641808.html,Women,3.6
408,METALLIC STRAPLESS DRESS,DRESSES_JUMPSUITS,3990.0,Off-the-shoulder midi dress with a straight-cut neckline. Metallic fabric. Gathered details. Back slit at the hem. Invisible side zip fastening.,https://static.zara.net/photos///2023/I/0/1/p/3067/290/220/2/w/448/3067290220_1_1_1.jpg?ts=1692874441282,https://www.zara.com/in/en/metallic-strapless-dress-p03152390.html,Women,4.0
409,FOIL SLIP DRESS,DRESSES_JUMPSUITS,3990.0,Midi dress made of metallic-effect fabric. Draped neckline and thin straps. Open back. Invisible zip fastening.,https://static.zara.net/photos///2023/I/0/1/p/8396/741/800/2/w/448/8396741800_1_1_1.jpg?ts=1692874441145,https://www.zara.com/in/en/foil-slip-dress-p08396741.html,Women,4.2
410,FOIL SLIP DRESS,DRESSES_JUMPSUITS,3990.0,"Long dress made of metallic-effect fabric. Featuring a V-neckline, thin straps and an open back.",https://static.zara.net/photos///2023/I/0/1/p/8326/350/808/2/w/448/8326350808_1_1_1.jpg?ts=1692874443895,https://www.zara.com/in/en/foil-slip-dress-p08326350.html,Women,4.3
411,TRANSPARENT TULLE DRESS,DRESSES_JUMPSUITS,2990.0,Transparent midi dress with a high neck and long sleeves. Pronounced seams. Buttoned opening at the neck.,https://static.zara.net/photos///2023/I/0/1/p/8497/359/802/2/w/448/8497359802_1_1_1.jpg?ts=1692874442937,https://www.zara.com/in/en/transparent-tulle-dress-p08497359.html,Women,4.4
412,COMBINED NYLON JUMPSUIT,DRESSES_JUMPSUITS,3990.0,V-neck jumpsuit with thin adjustable straps. Side pockets and false rear welt pockets. Matching fabric. Invisible back zip and metal hook fastening at the front.,https://static.zara.net/photos///2023/I/0/1/p/8338/239/800/22/w/448/8338239800_1_1_1.jpg?ts=1693212396279,https://www.zara.com/in/en/combined-nylon-jumpsuit-p08338239.html,Women,3.6
413,SATIN DRESS,DRESSES_JUMPSUITS,3290.0,Satin dress with a V-neckline and thin straps. Featuring an open back with a matching fabric strap.,https://static.zara.net/photos///2023/I/0/1/p/1131/807/622/2/w/448/1131807622_1_1_1.jpg?ts=1692273229105,https://www.zara.com/in/en/satin-dress-p01131807.html,Women,3.4
414,FAUX LEATHER STRAPLESS DRESS,DRESSES_JUMPSUITS,3290.0,Short dress with a straight-cut neckline and exposed shoulders. Draped fabric on the side with metal links on the hem. Invisible back zip fastening.,https://static.zara.net/photos///2023/I/0/1/p/8741/245/800/2/w/448/8741245800_1_1_1.jpg?ts=1692892311388,https://www.zara.com/in/en/faux-leather-strapless-dress-p08741245.html,Women,4.7
415,OPEN CABLE-KNIT DRESS,DRESSES_JUMPSUITS,3990.0,Long felt texture dress. Round neck and long sleeves. Perforated fabric detail. A-line hem with side slit. This garment is not lined.,https://static.zara.net/photos///2023/I/0/1/p/0021/103/705/12/w/448/0021103705_1_1_1.jpg?ts=1693237097875,https://www.zara.com/in/en/open-cable-knit-dress-p00021103.html,Women,4.2
416,JUMPSUIT WITH CROSSOVER BACK,DRESSES_JUMPSUITS,4990.0,V-neck jumpsuit with thin straps that cross at the back. Lining. Wide-leg design. Invisible back zip fastening.,https://static.zara.net/photos///2023/I/0/1/p/9878/232/684/12/w/448/9878232684_1_1_1.jpg?ts=1692888368378,https://www.zara.com/in/en/jumpsuit-with-crossover-back-p09878232.html,Women,3.8
417,CUT-OUT JUMPSUIT,DRESSES_JUMPSUITS,3990.0,Flowing jumpsuit with a V-neckline and full short sleeves. Pleat details and openings at the waist. Invisible back zip fastening.,https://static.zara.net/photos///2023/I/0/1/p/0387/166/610/2/w/448/0387166610_1_1_1.jpg?ts=1692879491500,https://www.zara.com/in/en/cut-out-jumpsuit-p00387166.html,Women,4.8
418,SATIN CAMISOLE DRESS,DRESSES_JUMPSUITS,3990.0,Midi dress with a draped neckline and thin straps. Gathered detail on the side. Invisible zip fastening.,https://static.zara.net/photos///2023/I/0/1/p/8490/899/690/2/w/448/8490899690_1_1_1.jpg?ts=1692879490213,https://www.zara.com/in/en/satin-camisole-dress-p08490899.html,Women,4.2
419,SATIN DRESS WITH FEATHERS,DRESSES_JUMPSUITS,11990.0,Fitted midi dress made of viscose. Strapless with matching feather appliqués. Invisible zip fastening.,https://static.zara.net/photos///2023/I/0/1/p/7844/934/501/2/w/448/7844934501_1_1_1.jpg?ts=1691482578125,https://www.zara.com/in/en/satin-dress-with-feathers-p07844934.html,Women,4.6
